"genome1","gene1","genome2","gene2","pident_nucl","palign_nucl"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01197","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01443","97.536","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01198","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01442","96.814","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01199","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01440","97.374","97.9306093694963"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01200","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01439","95.122","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01201","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01438","96.18","100.136612021858"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01202","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01437","98.442","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01203","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01436","95.325","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01204","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01435","95.988","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01205","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01434","95.734","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01206","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01433","97.133","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01207","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01432","98.527","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01208","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01431","94.017","99.8423003666005"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01209","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01430","80.9815","101.662799690642"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01210","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01429","95.922","98.674168297456"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01211","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01428","98.037","99.4888034733353"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01212","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01427","96.136","100.113765642776"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01213","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01426","95.792","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01214","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01425","96.885","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01215","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01424","97.213","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01216","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01423","98.651","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01217","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01422","97.01","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01218","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01421","97.671","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01219","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01420","96.481","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01220","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01419","96.608","99.1247138487582"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01221","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01418","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01222","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01417","95.295","100.047551117451"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01223","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01416","96.843","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01224","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01415","99.762","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01225","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01414","97.917","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01226","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01413","93.333","100.813008130081"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01227","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01412","97.383","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01229","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01411","92.127","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01230","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01410","99.278","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01231","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01409","99.154","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01231","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01409","90.6085","68.8663282571912"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01231","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01409","91.3325","65.9052453468697"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01231","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01409","90.6085","68.8663282571912"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01231","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01409","82.063","37.7326565143824"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01231","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01409","82.787","34.7715736040609"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01231","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01409","91.3325","65.9052453468697"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01231","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01409","82.787","34.7715736040609"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01231","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01409","83.511","31.8104906937394"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01232","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01408","97.302","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01233","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01407","97.495","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01234","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01406","97.767","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01235","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01405","93.131","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01236","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01404","97.232","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01237","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01403","99.275","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01238","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01402","94.745","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01239","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01401","96.557","99.8505231689088"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01240","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01400","97.556","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01241","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01399","96.725","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01242","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01398","96.961","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01243","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01397","97.083","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01244","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01396","97.88","99.2666666666667"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01245","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01395","99.301","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01246","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01394","96.013","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01247","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01393","97.849","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01248","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01392","97.336","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01249","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01391","97.847","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01250","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01390","97.845","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01251","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01389","98.697","99.5137763371151"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01252","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01388","98.492","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01253","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01387","96.367","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01254","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01386","85.39","100.252525252525"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01255","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01385","93.045","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01256","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01384","98.361","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01257","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01383","98.517","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01258","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01382","96.875","100.392156862745"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01259","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01381","95.937","100.047824007652"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01260","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01380","97.326","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01261","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01379","97.14","100.191021967526"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01262","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01378","97.054","99.349593495935"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01263","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01377","97.877","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01264","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01376","97.735","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01265","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01375","98.791","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01266","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01374","93.755","100.164609053498"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01267","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01373","98.582","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01268","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01372","94.961","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01269","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01371","97.81","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01270","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01370","94.551","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01271","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01369","99.611","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01272","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01368","98.456","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01273","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01367","97.416","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01274","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01366","97.248","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01275","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01365","96.942","100.082712985939"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01276","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01364","89.286","100.512820512821"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01277","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01363","93.125","96.313508078214"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01279","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01361","92.824","100.186741363212"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01283","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01360","96.697","98.8908290011508"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01284","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01359","96.991","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01285","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01358","98.143","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01286","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01357","98.043","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01287","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01356","96.837","99.8980632008155"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01288","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01355","95.564","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01289","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01354","96.667","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01290","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01353","93.925","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01291","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01352","97.893","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01292","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01351","90.856","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01293","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01350","88.175","100.1287001287"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01295","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01348","96.736","99.8329156223893"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01296","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01347","97.315","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01297","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01346","97.333","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01298","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01345","97.698","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01299","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01344","96.325","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01300","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01343","95.296","100.075930144267"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01301","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01342","97.867","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01302","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01339","90.079","92.2110552763819"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01303","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01338","96.697","100.454545454545"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01304","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01337","96.021","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01305","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01336","98.844","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01308","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01333","98.319","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01309","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01332","98.013","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01310","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01331","91.389","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01311","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01330","96.202","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01312","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01329","94.585","100.36231884058"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01313","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01328","97.619","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01314","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01327","98.062","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01315","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01326","97.177","100.202429149798"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01316","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01325","97.063","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01317","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01324","98.184","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01318","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01323","97.928","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01319","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01322","96.772","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01320","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01321","97.89","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01321","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01320","98.899","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01322","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01319","97.846","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01323","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01318","97.661","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01324","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01317","99.582","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01325","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01316","93.632","100.236406619385"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01326","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01315","93.019","100.162601626016"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01327","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01314","96.011","100.137741046832"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01328","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01313","94.353","99.7652582159624"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01329","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01312","97.128","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01330","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01311","97.179","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01331","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01310","96.907","100.122249388753"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01332","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01309","96.232","59.5060279526299"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01332","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01309","96.616","46.2276396742416"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01332","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01309","96.616","47.7746363668694"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01332","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01309","97","34.4962480884811"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01337","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01308","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01338","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01307","95.859","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01339","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01306","96.339","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01341","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01300","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01342","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01299","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01343","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01297","93.603","98.7783098872593"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01344","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01296","98.866","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01345","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01295","93.016","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01346","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01294","93.853","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01347","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01293","94.831","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01348","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01292","97.373","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01349","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01291","97.222","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01350","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01290","98.402","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01351","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01289","97.333","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01352","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01288","94.08","100.071377587438"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01353","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01287","97.725","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01354","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01286","98.127","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01355","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01285","98.938","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01356","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01284","97.761","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01357","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01283","97.561","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01358","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01282","95.216","100.228310502283"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01359","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01281","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01360","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01280","96.348","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01361","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01279","94.718","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01362","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01278","97.484","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01363","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01277","97.989","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01364","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01276","96.202","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01365","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01275","97.861","100.268817204301"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01366","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01274","96.296","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01367","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01273","97.143","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01368","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01272","98.319","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01369","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01271","99.014","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01370","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01270","98.884","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01371","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01269","99.237","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01372","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01268","99.458","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01373","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01267","94.228","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01374","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01265","93.564","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01375","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01264","95.146","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01376","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01263","95.294","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01377","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01262","96.804","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01378","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01261","97.143","100.260416666667"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01379","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01260","97.867","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01380","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01259","98.756","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01381","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01258","98.874","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01382","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01257","98.319","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01383","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01256","99.628","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01384","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01255","99.747","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01385","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01254","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01386","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01253","99.451","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01387","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01252","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01388","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_01251","99.458","100"
